IYEAR,IMONTH,IDAY,AVG_DAILY_TEMP_F,DATE,COLD_F,HOT_F,INDEX,CUMM_COLD_F,CUMM_HOT_F
2010,7,1,67.0,2010-07-01,0.0,35.0,0,0.0,35.0
2010,7,2,76.0,2010-07-02,0.0,44.0,1,0.0,79.0
2010,7,3,78.0,2010-07-03,0.0,46.0,2,0.0,125.0
2010,7,4,70.0,2010-07-04,0.0,38.0,3,0.0,163.0
2010,7,5,70.0,2010-07-05,0.0,38.0,4,0.0,201.0
2010,7,6,71.0,2010-07-06,0.0,39.0,5,0.0,240.0
2010,7,7,65.0,2010-07-07,0.0,33.0,6,0.0,273.0
2010,7,8,67.0,2010-07-08,0.0,35.0,7,0.0,308.0
2010,7,9,65.0,2010-07-09,0.0,33.0,8,0.0,341.0
2010,7,10,71.0,2010-07-10,0.0,39.0,9,0.0,380.0
2010,7,11,69.0,2010-07-11,0.0,37.0,10,0.0,417.0
2010,7,12,62.0,2010-07-12,0.0,30.0,11,0.0,447.0
2010,7,13,64.0,2010-07-13,0.0,32.0,12,0.0,479.0
2010,7,14,68.0,2010-07-14,0.0,36.0,13,0.0,515.0
2010,7,15,65.0,2010-07-15,0.0,33.0,14,0.0,548.0
2010,7,16,68.0,2010-07-16,0.0,36.0,15,0.0,584.0
2010,7,17,65.0,2010-07-17,0.0,33.0,16,0.0,617.0
2010,7,18,68.0,2010-07-18,0.0,36.0,17,0.0,653.0
2010,7,19,64.0,2010-07-19,0.0,32.0,18,0.0,685.0
2010,7,20,64.0,2010-07-20,0.0,32.0,19,0.0,717.0
2010,7,21,66.0,2010-07-21,0.0,34.0,20,0.0,751.0
2010,7,22,67.0,2010-07-22,0.0,35.0,21,0.0,786.0
2010,7,23,67.0,2010-07-23,0.0,35.0,22,0.0,821.0
2010,7,24,65.0,2010-07-24,0.0,33.0,23,0.0,854.0
2010,7,25,67.0,2010-07-25,0.0,35.0,24,0.0,889.0
2010,7,26,70.0,2010-07-26,0.0,38.0,25,0.0,927.0
2010,7,27,71.0,2010-07-27,0.0,39.0,26,0.0,966.0
2010,7,28,67.0,2010-07-28,0.0,35.0,27,0.0,1001.0
2010,7,29,64.0,2010-07-29,0.0,32.0,28,0.0,1033.0
2010,7,30,63.0,2010-07-30,0.0,31.0,29,0.0,1064.0
2010,7,31,67.0,2010-07-31,0.0,35.0,30,0.0,1099.0
2010,8,1,71.0,2010-08-01,0.0,39.0,31,0.0,1138.0
2010,8,2,68.0,2010-08-02,0.0,36.0,32,0.0,1174.0
2010,8,3,71.0,2010-08-03,0.0,39.0,33,0.0,1213.0
2010,8,4,70.0,2010-08-04,0.0,38.0,34,0.0,1251.0
2010,8,5,65.0,2010-08-05,0.0,33.0,35,0.0,1284.0
2010,8,6,61.0,2010-08-06,0.0,29.0,36,0.0,1313.0
2010,8,7,60.0,2010-08-07,0.0,28.0,37,0.0,1341.0
2010,8,8,69.0,2010-08-08,0.0,37.0,38,0.0,1378.0
2010,8,9,72.0,2010-08-09,0.0,40.0,39,0.0,1418.0
2010,8,10,99.0,2010-08-10,0.0,67.0,40,0.0,1485.0
2010,8,11,73.0,2010-08-11,0.0,41.0,41,0.0,1526.0
2010,8,12,71.0,2010-08-12,0.0,39.0,42,0.0,1565.0
2010,8,13,72.0,2010-08-13,0.0,40.0,43,0.0,1605.0
2010,8,14,69.0,2010-08-14,0.0,37.0,44,0.0,1642.0
2010,8,15,59.0,2010-08-15,0.0,27.0,45,0.0,1669.0
2010,8,16,56.0,2010-08-16,0.0,24.0,46,0.0,1693.0
2010,8,17,57.0,2010-08-17,0.0,25.0,47,0.0,1718.0
2010,8,18,61.0,2010-08-18,0.0,29.0,48,0.0,1747.0
2010,8,19,57.0,2010-08-19,0.0,25.0,49,0.0,1772.0
2010,8,20,61.0,2010-08-20,0.0,29.0,50,0.0,1801.0
2010,8,21,68.0,2010-08-21,0.0,36.0,51,0.0,1837.0
2010,8,22,69.0,2010-08-22,0.0,37.0,52,0.0,1874.0
2010,8,23,74.0,2010-08-23,0.0,42.0,53,0.0,1916.0
2010,8,24,63.0,2010-08-24,0.0,31.0,54,0.0,1947.0
2010,8,25,59.0,2010-08-25,0.0,27.0,55,0.0,1974.0
2010,8,26,58.0,2010-08-26,0.0,26.0,56,0.0,2000.0
2010,8,27,66.0,2010-08-27,0.0,34.0,57,0.0,2034.0
2010,8,28,73.0,2010-08-28,0.0,41.0,58,0.0,2075.0
2010,8,29,74.0,2010-08-29,0.0,42.0,59,0.0,2117.0
2010,8,30,79.0,2010-08-30,0.0,47.0,60,0.0,2164.0
2010,8,31,74.0,2010-08-31,0.0,42.0,61,0.0,2206.0
2010,9,1,61.0,2010-09-01,0.0,29.0,62,0.0,2235.0
2010,9,2,59.0,2010-09-02,0.0,27.0,63,0.0,2262.0
2010,9,3,54.0,2010-09-03,0.0,22.0,64,0.0,2284.0
2010,9,4,52.0,2010-09-04,0.0,20.0,65,0.0,2304.0
2010,9,5,48.0,2010-09-05,0.0,16.0,66,0.0,2320.0
2010,9,6,51.0,2010-09-06,0.0,19.0,67,0.0,2339.0
2010,9,7,50.0,2010-09-07,0.0,18.0,68,0.0,2357.0
2010,9,8,49.0,2010-09-08,0.0,17.0,69,0.0,2374.0
2010,9,9,46.0,2010-09-09,0.0,14.0,70,0.0,2388.0
2010,9,10,55.0,2010-09-10,0.0,23.0,71,0.0,2411.0
2010,9,11,56.0,2010-09-11,0.0,24.0,72,0.0,2435.0
2010,9,12,52.0,2010-09-12,0.0,20.0,73,0.0,2455.0
2010,9,13,52.0,2010-09-13,0.0,20.0,74,0.0,2475.0
2010,9,14,50.0,2010-09-14,0.0,18.0,75,0.0,2493.0
2010,9,15,42.0,2010-09-15,0.0,10.0,76,0.0,2503.0
2010,9,16,43.0,2010-09-16,0.0,11.0,77,0.0,2514.0
2010,9,17,51.0,2010-09-17,0.0,19.0,78,0.0,2533.0
2010,9,18,44.0,2010-09-18,0.0,12.0,79,0.0,2545.0
2010,9,19,45.0,2010-09-19,0.0,13.0,80,0.0,2558.0
2010,9,20,47.0,2010-09-20,0.0,15.0,81,0.0,2573.0
2010,9,21,53.0,2010-09-21,0.0,21.0,82,0.0,2594.0
2010,9,22,49.0,2010-09-22,0.0,17.0,83,0.0,2611.0
2010,9,23,48.0,2010-09-23,0.0,16.0,84,0.0,2627.0
2010,9,24,48.0,2010-09-24,0.0,16.0,85,0.0,2643.0
2010,9,25,45.0,2010-09-25,0.0,13.0,86,0.0,2656.0
2010,9,26,46.0,2010-09-26,0.0,14.0,87,0.0,2670.0
2010,9,27,51.0,2010-09-27,0.0,19.0,88,0.0,2689.0
2010,9,28,52.0,2010-09-28,0.0,20.0,89,0.0,2709.0
2010,9,29,54.0,2010-09-29,0.0,22.0,90,0.0,2731.0
2010,9,30,54.0,2010-09-30,0.0,22.0,91,0.0,2753.0
2010,10,1,47.0,2010-10-01,0.0,15.0,92,0.0,2768.0
2010,10,2,40.0,2010-10-02,0.0,8.0,93,0.0,2776.0
2010,10,3,43.0,2010-10-03,0.0,11.0,94,0.0,2787.0
