CITY,County,Winter,days_after_Jul_1,IYEAR,IMONTH,IDAY,DATE,AVG_DAILY_TEMP_F,HOT_F,CUMM_HOT_F,COLD_F,CUMM_COLD_F,THAW_DEPTH_in,FROST_DEPTH_in
ORR,,2017-2018,39,2017,8,9,2017-08-09,64.0,32.0,1486.0,0.0,0.0,,
ORR,,2017-2018,40,2017,8,10,2017-08-10,62.0,30.0,1516.0,0.0,0.0,,
ORR,,2017-2018,41,2017,8,11,2017-08-11,60.0,28.0,1544.0,0.0,0.0,,
ORR,,2017-2018,42,2017,8,12,2017-08-12,61.0,29.0,1573.0,0.0,0.0,,
ORR,,2017-2018,43,2017,8,13,2017-08-13,62.0,30.0,1603.0,0.0,0.0,,
ORR,,2017-2018,44,2017,8,14,2017-08-14,64.0,32.0,1635.0,0.0,0.0,,
ORR,,2017-2018,45,2017,8,15,2017-08-15,63.0,31.0,1666.0,0.0,0.0,,
ORR,,2017-2018,46,2017,8,16,2017-08-16,88.0,56.0,1722.0,0.0,0.0,,
ORR,,2017-2018,47,2017,8,17,2017-08-17,59.0,27.0,1749.0,0.0,0.0,,
ORR,,2017-2018,48,2017,8,18,2017-08-18,61.0,29.0,1778.0,0.0,0.0,,
ORR,,2017-2018,49,2017,8,19,2017-08-19,64.0,32.0,1810.0,0.0,0.0,,
ORR,,2017-2018,50,2017,8,20,2017-08-20,66.0,34.0,1844.0,0.0,0.0,,
ORR,,2017-2018,51,2017,8,21,2017-08-21,57.0,25.0,1869.0,0.0,0.0,,
ORR,,2017-2018,52,2017,8,22,2017-08-22,57.0,25.0,1894.0,0.0,0.0,,
ORR,,2017-2018,53,2017,8,23,2017-08-23,57.0,25.0,1919.0,0.0,0.0,,
ORR,,2017-2018,54,2017,8,24,2017-08-24,52.0,20.0,1939.0,0.0,0.0,,
ORR,,2017-2018,55,2017,8,25,2017-08-25,53.0,21.0,1960.0,0.0,0.0,,
ORR,,2017-2018,56,2017,8,26,2017-08-26,57.0,25.0,1985.0,0.0,0.0,,
ORR,,2017-2018,57,2017,8,27,2017-08-27,58.0,26.0,2011.0,0.0,0.0,,
ORR,,2017-2018,58,2017,8,28,2017-08-28,60.0,28.0,2039.0,0.0,0.0,,
ORR,,2017-2018,59,2017,8,29,2017-08-29,65.0,33.0,2072.0,0.0,0.0,,
ORR,,2017-2018,60,2017,8,30,2017-08-30,66.0,34.0,2106.0,0.0,0.0,,
ORR,,2017-2018,61,2017,8,31,2017-08-31,56.0,24.0,2130.0,0.0,0.0,,
ORR,,2017-2018,62,2017,9,1,2017-09-01,56.0,24.0,2154.0,0.0,0.0,,
ORR,,2017-2018,63,2017,9,2,2017-09-02,64.0,32.0,2186.0,0.0,0.0,,
ORR,,2017-2018,64,2017,9,3,2017-09-03,61.0,29.0,2215.0,0.0,0.0,,
ORR,,2017-2018,65,2017,9,4,2017-09-04,58.0,26.0,2241.0,0.0,0.0,,
ORR,,2017-2018,66,2017,9,5,2017-09-05,51.0,19.0,2260.0,0.0,0.0,,
ORR,,2017-2018,67,2017,9,6,2017-09-06,53.0,21.0,2281.0,0.0,0.0,,
ORR,,2017-2018,68,2017,9,7,2017-09-07,50.0,18.0,2299.0,0.0,0.0,,
ORR,,2017-2018,69,2017,9,8,2017-09-08,49.0,17.0,2316.0,0.0,0.0,,
ORR,,2017-2018,70,2017,9,9,2017-09-09,53.0,21.0,2337.0,0.0,0.0,,
ORR,,2017-2018,71,2017,9,10,2017-09-10,61.0,29.0,2366.0,0.0,0.0,,
ORR,,2017-2018,72,2017,9,11,2017-09-11,68.0,36.0,2402.0,0.0,0.0,,
ORR,,2017-2018,73,2017,9,12,2017-09-12,62.0,30.0,2432.0,0.0,0.0,,
ORR,,2017-2018,74,2017,9,13,2017-09-13,69.0,37.0,2469.0,0.0,0.0,,
ORR,,2017-2018,75,2017,9,14,2017-09-14,91.0,59.0,2528.0,0.0,0.0,,
ORR,,2017-2018,76,2017,9,15,2017-09-15,56.0,24.0,2552.0,0.0,0.0,,
ORR,,2017-2018,77,2017,9,16,2017-09-16,59.0,27.0,2579.0,0.0,0.0,,
ORR,,2017-2018,78,2017,9,17,2017-09-17,52.0,20.0,2599.0,0.0,0.0,,
ORR,,2017-2018,79,2017,9,18,2017-09-18,49.0,17.0,2616.0,0.0,0.0,,
ORR,,2017-2018,80,2017,9,19,2017-09-19,58.0,26.0,2642.0,0.0,0.0,,
ORR,,2017-2018,81,2017,9,20,2017-09-20,62.0,30.0,2672.0,0.0,0.0,,
ORR,,2017-2018,82,2017,9,21,2017-09-21,56.0,24.0,2696.0,0.0,0.0,,
ORR,,2017-2018,83,2017,9,22,2017-09-22,68.0,36.0,2732.0,0.0,0.0,,
ORR,,2017-2018,84,2017,9,23,2017-09-23,67.0,35.0,2767.0,0.0,0.0,,
ORR,,2017-2018,85,2017,9,24,2017-09-24,65.0,33.0,2800.0,0.0,0.0,,
ORR,,2017-2018,86,2017,9,25,2017-09-25,55.0,23.0,2823.0,0.0,0.0,,
ORR,,2017-2018,87,2017,9,26,2017-09-26,51.0,19.0,2842.0,0.0,0.0,,
ORR,,2017-2018,88,2017,9,27,2017-09-27,52.0,20.0,2862.0,0.0,0.0,,
ORR,,2017-2018,89,2017,9,28,2017-09-28,51.0,19.0,2881.0,0.0,0.0,,
ORR,,2017-2018,90,2017,9,29,2017-09-29,48.0,16.0,2897.0,0.0,0.0,,
ORR,,2017-2018,91,2017,9,30,2017-09-30,47.0,15.0,2912.0,0.0,0.0,,
ORR,,2017-2018,92,2017,10,1,2017-10-01,55.0,23.0,2935.0,0.0,0.0,,
ORR,,2017-2018,93,2017,10,2,2017-10-02,56.0,24.0,2959.0,0.0,0.0,,
ORR,,2017-2018,94,2017,10,3,2017-10-03,55.0,23.0,2982.0,0.0,0.0,,
ORR,,2017-2018,95,2017,10,4,2017-10-04,46.0,14.0,2996.0,0.0,0.0,,
ORR,,2017-2018,96,2017,10,5,2017-10-05,46.0,14.0,3010.0,0.0,0.0,,
ORR,,2017-2018,97,2017,10,6,2017-10-06,41.0,9.0,3019.0,0.0,0.0,,
ORR,,2017-2018,98,2017,10,7,2017-10-07,48.0,16.0,3035.0,0.0,0.0,,
ORR,,2017-2018,99,2017,10,8,2017-10-08,51.0,19.0,3054.0,0.0,0.0,,
ORR,,2017-2018,100,2017,10,9,2017-10-09,42.0,10.0,3064.0,0.0,0.0,,
ORR,,2017-2018,101,2017,10,10,2017-10-10,39.0,7.0,3071.0,0.0,0.0,,
ORR,,2017-2018,102,2017,10,11,2017-10-11,43.0,11.0,3082.0,0.0,0.0,,
ORR,,2017-2018,103,2017,10,12,2017-10-12,54.0,22.0,3104.0,0.0,0.0,,
ORR,,2017-2018,104,2017,10,13,2017-10-13,49.0,17.0,3121.0,0.0,0.0,,
ORR,,2017-2018,105,2017,10,14,2017-10-14,38.0,6.0,3127.0,0.0,0.0,,
ORR,,2017-2018,106,2017,10,15,2017-10-15,40.0,8.0,3135.0,0.0,0.0,,
ORR,,2017-2018,107,2017,10,16,2017-10-16,43.0,11.0,3146.0,0.0,0.0,,
ORR,,2017-2018,108,2017,10,17,2017-10-17,52.0,20.0,3166.0,0.0,0.0,,
ORR,,2017-2018,109,2017,10,18,2017-10-18,57.0,25.0,3191.0,0.0,0.0,,
ORR,,2017-2018,110,2017,10,19,2017-10-19,52.0,20.0,3211.0,0.0,0.0,,
ORR,,2017-2018,111,2017,10,20,2017-10-20,59.0,27.0,3238.0,0.0,0.0,,
ORR,,2017-2018,112,2017,10,21,2017-10-21,62.0,30.0,3268.0,0.0,0.0,,
ORR,,2017-2018,113,2017,10,22,2017-10-22,51.0,19.0,3287.0,0.0,0.0,,
ORR,,2017-2018,114,2017,10,23,2017-10-23,49.0,17.0,3304.0,0.0,0.0,,
ORR,,2017-2018,115,2017,10,24,2017-10-24,63.0,31.0,3335.0,0.0,0.0,,
ORR,,2017-2018,116,2017,10,25,2017-10-25,62.0,30.0,3365.0,0.0,0.0,,
ORR,,2017-2018,117,2017,10,26,2017-10-26,89.0,57.0,3422.0,0.0,0.0,,
ORR,,2017-2018,118,2017,10,27,2017-10-27,67.0,35.0,3457.0,0.0,0.0,,
ORR,,2017-2018,119,2017,10,28,2017-10-28,28.0,0.0,3457.0,4.0,4.0,,
ORR,,2017-2018,120,2017,10,29,2017-10-29,54.0,22.0,3479.0,0.0,4.0,,
ORR,,2017-2018,121,2017,10,30,2017-10-30,32.0,0.0,3479.0,0.0,4.0,,
ORR,,2017-2018,122,2017,10,31,2017-10-31,25.0,0.0,3479.0,7.0,11.0,,
ORR,,2017-2018,123,2017,11,1,2017-11-01,25.0,0.0,3479.0,7.0,18.0,,
ORR,,2017-2018,124,2017,11,2,2017-11-02,30.0,0.0,3479.0,2.0,20.0,,
ORR,,2017-2018,125,2017,11,3,2017-11-03,26.0,0.0,3479.0,6.0,26.0,,
ORR,,2017-2018,126,2017,11,4,2017-11-04,27.0,0.0,3479.0,5.0,31.0,,
ORR,,2017-2018,127,2017,11,5,2017-11-05,28.0,0.0,3479.0,4.0,35.0,,
ORR,,2017-2018,128,2017,11,6,2017-11-06,20.0,0.0,3479.0,12.0,47.0,,
ORR,,2017-2018,129,2017,11,7,2017-11-07,16.0,0.0,3479.0,16.0,63.0,,
ORR,,2017-2018,130,2017,11,8,2017-11-08,18.0,0.0,3479.0,14.0,77.0,,
ORR,,2017-2018,131,2017,11,9,2017-11-09,10.0,0.0,3479.0,22.0,99.0,,
ORR,,2017-2018,132,2017,11,10,2017-11-10,1.0,0.0,3479.0,31.0,130.0,,
ORR,StLouis,2017-2018,133,2017,11,11,2017-11-11,21.0,0.0,3479.0,11.0,141.0,0.0,0.0
ORR,,2017-2018,134,2017,11,12,2017-11-12,25.0,0.0,3479.0,7.0,148.0,,
ORR,StLouis,2017-2018,135,2017,11,13,2017-11-13,26.0,0.0,3479.0,6.0,154.0,0.0,13.0
ORR,StLouis,2017-2018,136,2017,11,14,2017-11-14,34.0,2.0,3481.0,0.0,154.0,0.0,13.0
ORR,,2017-2018,137,2017,11,15,2017-11-15,32.0,0.0,3481.0,0.0,154.0,,
ORR,StLouis,2017-2018,138,2017,11,16,2017-11-16,20.0,0.0,3481.0,12.0,166.0,0.0,13.0
ORR,StLouis,2017-2018,139,2017,11,17,2017-11-17,30.0,0.0,3481.0,2.0,168.0,0.0,13.0
ORR,,2017-2018,140,2017,11,18,2017-11-18,21.0,0.0,3481.0,11.0,179.0,,
ORR,,2017-2018,141,2017,11,19,2017-11-19,12.0,0.0,3481.0,20.0,199.0,,
ORR,,2017-2018,142,2017,11,20,2017-11-20,24.0,0.0,3481.0,8.0,207.0,,
ORR,StLouis,2017-2018,143,2017,11,21,2017-11-21,22.0,0.0,3481.0,10.0,217.0,0.0,13.0
ORR,,2017-2018,144,2017,11,22,2017-11-22,11.0,0.0,3481.0,21.0,238.0,,
ORR,,2017-2018,145,2017,11,23,2017-11-23,23.0,0.0,3481.0,9.0,247.0,,
ORR,,2017-2018,146,2017,11,24,2017-11-24,37.0,5.0,3486.0,0.0,247.0,,
ORR,,2017-2018,147,2017,11,25,2017-11-25,23.0,0.0,3486.0,9.0,256.0,,
ORR,,2017-2018,148,2017,11,26,2017-11-26,21.0,0.0,3486.0,11.0,267.0,,
ORR,StLouis,2017-2018,149,2017,11,27,2017-11-27,30.0,0.0,3486.0,2.0,269.0,0.0,16.0
ORR,StLouis,2017-2018,150,2017,11,28,2017-11-28,35.0,3.0,3489.0,0.0,269.0,0.0,16.0
ORR,StLouis,2017-2018,151,2017,11,29,2017-11-29,18.0,0.0,3489.0,14.0,283.0,0.0,13.0
ORR,,2017-2018,152,2017,11,30,2017-11-30,33.0,1.0,3490.0,0.0,283.0,,
ORR,StLouis,2017-2018,153,2017,12,1,2017-12-01,33.0,1.0,3491.0,0.0,283.0,0.0,13.0
ORR,,2017-2018,154,2017,12,2,2017-12-02,32.0,0.0,3491.0,0.0,283.0,,
ORR,,2017-2018,155,2017,12,3,2017-12-03,32.0,0.0,3491.0,0.0,283.0,,
ORR,StLouis,2017-2018,156,2017,12,4,2017-12-04,36.0,4.0,3495.0,0.0,283.0,0.0,13.0
ORR,StLouis,2017-2018,157,2017,12,5,2017-12-05,16.0,0.0,3495.0,16.0,299.0,0.0,13.0
ORR,,2017-2018,158,2017,12,6,2017-12-06,9.0,0.0,3495.0,23.0,322.0,,
ORR,,2017-2018,159,2017,12,7,2017-12-07,7.0,0.0,3495.0,25.0,347.0,,
ORR,StLouis,2017-2018,160,2017,12,8,2017-12-08,16.0,0.0,3495.0,16.0,363.0,0.0,16.0
ORR,,2017-2018,161,2017,12,9,2017-12-09,10.0,0.0,3495.0,22.0,385.0,,
ORR,,2017-2018,162,2017,12,10,2017-12-10,15.0,0.0,3495.0,17.0,402.0,,
ORR,StLouis,2017-2018,163,2017,12,11,2017-12-11,15.0,0.0,3495.0,17.0,419.0,0.0,19.0
ORR,StLouis,2017-2018,164,2017,12,12,2017-12-12,4.0,0.0,3495.0,28.0,447.0,0.0,19.0
ORR,StLouis,2017-2018,165,2017,12,13,2017-12-13,15.0,0.0,3495.0,17.0,464.0,0.0,19.0
ORR,StLouis,2017-2018,166,2017,12,14,2017-12-14,13.0,0.0,3495.0,19.0,483.0,0.0,19.0
ORR,StLouis,2017-2018,167,2017,12,15,2017-12-15,9.0,0.0,3495.0,23.0,506.0,0.0,19.0
ORR,,2017-2018,168,2017,12,16,2017-12-16,8.0,0.0,3495.0,24.0,530.0,,
ORR,,2017-2018,169,2017,12,17,2017-12-17,46.0,14.0,3509.0,0.0,530.0,,
ORR,StLouis,2017-2018,170,2017,12,18,2017-12-18,52.0,20.0,3529.0,0.0,530.0,0.0,31.0
ORR,StLouis,2017-2018,171,2017,12,19,2017-12-19,24.0,0.0,3529.0,8.0,538.0,0.0,31.0
ORR,StLouis,2017-2018,172,2017,12,20,2017-12-20,3.0,0.0,3529.0,29.0,567.0,0.0,31.0
ORR,StLouis,2017-2018,173,2017,12,21,2017-12-21,5.0,0.0,3529.0,27.0,594.0,0.0,31.0
ORR,StLouis,2017-2018,174,2017,12,22,2017-12-22,51.0,19.0,3548.0,0.0,594.0,0.0,31.0
ORR,,2017-2018,175,2017,12,23,2017-12-23,10.0,0.0,3548.0,22.0,616.0,,
ORR,,2017-2018,176,2017,12,24,2017-12-24,1.0,0.0,3548.0,31.0,647.0,,
ORR,,2017-2018,177,2017,12,25,2017-12-25,-16.0,0.0,3548.0,48.0,695.0,,
ORR,StLouis,2017-2018,178,2017,12,26,2017-12-26,-20.0,0.0,3548.0,52.0,747.0,0.0,37.0
ORR,StLouis,2017-2018,179,2017,12,27,2017-12-27,-19.0,0.0,3548.0,51.0,798.0,0.0,37.0
ORR,StLouis,2017-2018,180,2017,12,28,2017-12-28,-7.0,0.0,3548.0,39.0,837.0,0.0,37.0
ORR,,2017-2018,181,2017,12,29,2017-12-29,-12.0,0.0,3548.0,44.0,881.0,,
ORR,,2017-2018,182,2017,12,30,2017-12-30,-17.0,0.0,3548.0,49.0,930.0,,
ORR,,2017-2018,183,2017,12,31,2017-12-31,-25.0,0.0,3548.0,57.0,987.0,,
ORR,,2017-2018,-181,2018,1,1,2018-01-01,-13.0,0.0,3548.0,45.0,1032.0,,
ORR,,2017-2018,-180,2018,1,2,2018-01-02,-1.0,0.0,3548.0,33.0,1065.0,,
ORR,,2017-2018,-179,2018,1,3,2018-01-03,-5.0,0.0,3548.0,37.0,1102.0,,
ORR,,2017-2018,-178,2018,1,4,2018-01-04,-20.0,0.0,3548.0,52.0,1154.0,,
ORR,,2017-2018,-177,2018,1,5,2018-01-05,-20.0,0.0,3548.0,52.0,1206.0,,
ORR,,2017-2018,-176,2018,1,6,2018-01-06,-13.0,0.0,3548.0,45.0,1251.0,,
ORR,,2017-2018,-175,2018,1,7,2018-01-07,14.0,0.0,3548.0,18.0,1269.0,,
ORR,,2017-2018,-174,2018,1,8,2018-01-08,23.0,0.0,3548.0,9.0,1278.0,,
ORR,,2017-2018,-173,2018,1,9,2018-01-09,12.0,0.0,3548.0,20.0,1298.0,,
ORR,,2017-2018,-172,2018,1,10,2018-01-10,57.0,25.0,3573.0,0.0,1298.0,,
ORR,,2017-2018,-171,2018,1,11,2018-01-11,12.0,0.0,3573.0,20.0,1318.0,,
ORR,,2017-2018,-170,2018,1,12,2018-01-12,-14.0,0.0,3573.0,46.0,1364.0,,
ORR,,2017-2018,-169,2018,1,13,2018-01-13,-15.0,0.0,3573.0,47.0,1411.0,,
ORR,,2017-2018,-168,2018,1,14,2018-01-14,-7.0,0.0,3573.0,39.0,1450.0,,
ORR,,2017-2018,-167,2018,1,15,2018-01-15,-1.0,0.0,3573.0,33.0,1483.0,,
ORR,,2017-2018,-166,2018,1,16,2018-01-16,51.0,19.0,3592.0,0.0,1483.0,,
ORR,,2017-2018,-165,2018,1,17,2018-01-17,14.0,0.0,3592.0,18.0,1501.0,,
ORR,,2017-2018,-164,2018,1,18,2018-01-18,27.0,0.0,3592.0,5.0,1506.0,,
ORR,,2017-2018,-163,2018,1,19,2018-01-19,31.0,0.0,3592.0,1.0,1507.0,,
ORR,,2017-2018,-162,2018,1,20,2018-01-20,33.0,1.0,3593.0,0.0,1507.0,,
ORR,,2017-2018,-161,2018,1,21,2018-01-21,23.0,0.0,3593.0,9.0,1516.0,,
ORR,,2017-2018,-160,2018,1,22,2018-01-22,22.0,0.0,3593.0,10.0,1526.0,,
ORR,,2017-2018,-159,2018,1,23,2018-01-23,8.0,0.0,3593.0,24.0,1550.0,,
ORR,,2017-2018,-158,2018,1,24,2018-01-24,8.0,0.0,3593.0,24.0,1574.0,,
ORR,,2017-2018,-146,2018,2,5,2018-02-05,2.0,0.0,3593.0,30.0,1604.0,,
ORR,,2017-2018,-145,2018,2,6,2018-02-06,-7.0,0.0,3593.0,39.0,1643.0,,
ORR,,2017-2018,-144,2018,2,7,2018-02-07,-3.0,0.0,3593.0,35.0,1678.0,,
ORR,,2017-2018,-143,2018,2,8,2018-02-08,-4.0,0.0,3593.0,36.0,1714.0,,
ORR,,2017-2018,-142,2018,2,9,2018-02-09,-5.0,0.0,3593.0,37.0,1751.0,,
ORR,,2017-2018,-141,2018,2,10,2018-02-10,-1.0,0.0,3593.0,33.0,1784.0,,
ORR,,2017-2018,-140,2018,2,11,2018-02-11,2.0,0.0,3593.0,30.0,1814.0,,
ORR,,2017-2018,-139,2018,2,12,2018-02-12,-6.0,0.0,3593.0,38.0,1852.0,,
ORR,,2017-2018,-138,2018,2,13,2018-02-13,7.0,0.0,3593.0,25.0,1877.0,,
ORR,,2017-2018,-137,2018,2,14,2018-02-14,27.0,0.0,3593.0,5.0,1882.0,,
ORR,,2017-2018,-136,2018,2,15,2018-02-15,26.0,0.0,3593.0,6.0,1888.0,,
ORR,,2017-2018,-135,2018,2,16,2018-02-16,2.0,0.0,3593.0,30.0,1918.0,,
ORR,,2017-2018,-134,2018,2,17,2018-02-17,18.0,0.0,3593.0,14.0,1932.0,,
ORR,,2017-2018,-133,2018,2,18,2018-02-18,9.0,0.0,3593.0,23.0,1955.0,,
ORR,,2017-2018,-132,2018,2,19,2018-02-19,6.0,0.0,3593.0,26.0,1981.0,,
ORR,,2017-2018,-131,2018,2,20,2018-02-20,6.0,0.0,3593.0,26.0,2007.0,,
ORR,,2017-2018,-130,2018,2,21,2018-02-21,6.0,0.0,3593.0,26.0,2033.0,,
ORR,,2017-2018,-129,2018,2,22,2018-02-22,11.0,0.0,3593.0,21.0,2054.0,,
ORR,,2017-2018,-128,2018,2,23,2018-02-23,23.0,0.0,3593.0,9.0,2063.0,,
ORR,,2017-2018,-127,2018,2,24,2018-02-24,12.0,0.0,3593.0,20.0,2083.0,,
ORR,,2017-2018,-126,2018,2,25,2018-02-25,22.0,0.0,3593.0,10.0,2093.0,,
ORR,,2017-2018,-125,2018,2,26,2018-02-26,24.0,0.0,3593.0,8.0,2101.0,,
ORR,,2017-2018,-124,2018,2,27,2018-02-27,31.0,0.0,3593.0,1.0,2102.0,,
ORR,,2017-2018,-123,2018,2,28,2018-02-28,22.0,0.0,3593.0,10.0,2112.0,,
ORR,,2017-2018,-122,2018,3,1,2018-03-01,27.0,0.0,3593.0,5.0,2117.0,,
ORR,,2017-2018,-121,2018,3,2,2018-03-02,24.0,0.0,3593.0,8.0,2125.0,,
ORR,,2017-2018,-120,2018,3,3,2018-03-03,34.0,2.0,3595.0,0.0,2125.0,,
ORR,,2017-2018,-119,2018,3,4,2018-03-04,35.0,3.0,3598.0,0.0,2125.0,,
ORR,,2017-2018,-118,2018,3,5,2018-03-05,32.0,0.0,3598.0,0.0,2125.0,,
ORR,,2017-2018,-117,2018,3,6,2018-03-06,23.0,0.0,3598.0,9.0,2134.0,,
ORR,,2017-2018,-116,2018,3,7,2018-03-07,14.0,0.0,3598.0,18.0,2152.0,,
ORR,,2017-2018,-115,2018,3,8,2018-03-08,16.0,0.0,3598.0,16.0,2168.0,,
ORR,,2017-2018,-114,2018,3,9,2018-03-09,21.0,0.0,3598.0,11.0,2179.0,,
ORR,,2017-2018,-113,2018,3,10,2018-03-10,18.0,0.0,3598.0,14.0,2193.0,,
ORR,,2017-2018,-112,2018,3,11,2018-03-11,29.0,0.0,3598.0,3.0,2196.0,,
ORR,,2017-2018,-111,2018,3,12,2018-03-12,76.0,44.0,3642.0,0.0,2196.0,,
ORR,,2017-2018,-110,2018,3,13,2018-03-13,21.0,0.0,3642.0,11.0,2207.0,,
ORR,,2017-2018,-109,2018,3,14,2018-03-14,29.0,0.0,3642.0,3.0,2210.0,,
ORR,,2017-2018,-108,2018,3,15,2018-03-15,22.0,0.0,3642.0,10.0,2220.0,,
ORR,,2017-2018,-107,2018,3,16,2018-03-16,20.0,0.0,3642.0,12.0,2232.0,,
ORR,,2017-2018,-106,2018,3,17,2018-03-17,28.0,0.0,3642.0,4.0,2236.0,,
ORR,,2017-2018,-105,2018,3,18,2018-03-18,28.0,0.0,3642.0,4.0,2240.0,,
ORR,,2017-2018,-104,2018,3,19,2018-03-19,31.0,0.0,3642.0,1.0,2241.0,,
ORR,,2017-2018,-103,2018,3,20,2018-03-20,25.0,0.0,3642.0,7.0,2248.0,,
ORR,,2017-2018,-102,2018,3,21,2018-03-21,25.0,0.0,3642.0,7.0,2255.0,,
ORR,,2017-2018,-101,2018,3,22,2018-03-22,27.0,0.0,3642.0,5.0,2260.0,,
ORR,,2017-2018,-100,2018,3,23,2018-03-23,30.0,0.0,3642.0,2.0,2262.0,,
ORR,,2017-2018,-99,2018,3,24,2018-03-24,27.0,0.0,3642.0,5.0,2267.0,,
ORR,,2017-2018,-98,2018,3,25,2018-03-25,102.0,70.0,3712.0,0.0,2267.0,,
ORR,,2017-2018,-97,2018,3,26,2018-03-26,31.0,0.0,3712.0,1.0,2268.0,,
ORR,,2017-2018,-96,2018,3,27,2018-03-27,32.0,0.0,3712.0,0.0,2268.0,,
ORR,,2017-2018,-95,2018,3,28,2018-03-28,37.0,5.0,3717.0,0.0,2268.0,,
ORR,,2017-2018,-94,2018,3,29,2018-03-29,22.0,0.0,3717.0,10.0,2278.0,,
ORR,,2017-2018,-93,2018,3,30,2018-03-30,13.0,0.0,3717.0,19.0,2297.0,,
ORR,,2017-2018,-92,2018,3,31,2018-03-31,14.0,0.0,3717.0,18.0,2315.0,,
ORR,,2017-2018,-91,2018,4,1,2018-04-01,17.0,0.0,3717.0,15.0,2330.0,,
ORR,,2017-2018,-90,2018,4,2,2018-04-02,20.0,0.0,3717.0,12.0,2342.0,,
ORR,,2017-2018,-89,2018,4,3,2018-04-03,17.0,0.0,3717.0,15.0,2357.0,,
