CITY,County,Winter,days_after_Jul_1,IYEAR,IMONTH,IDAY,DATE,AVG_DAILY_TEMP_F,HOT_F,CUMM_HOT_F,COLD_F,CUMM_COLD_F,THAW_DEPTH_in,FROST_DEPTH_in
ORR,,2012-2013,0,2012,7,1,2012-07-01,73.0,41.0,41.0,0.0,0.0,,
ORR,,2012-2013,1,2012,7,2,2012-07-02,76.0,44.0,85.0,0.0,0.0,,
ORR,,2012-2013,2,2012,7,3,2012-07-03,75.0,43.0,128.0,0.0,0.0,,
ORR,,2012-2013,3,2012,7,4,2012-07-04,71.0,39.0,167.0,0.0,0.0,,
ORR,,2012-2013,4,2012,7,5,2012-07-05,73.0,41.0,208.0,0.0,0.0,,
ORR,,2012-2013,5,2012,7,6,2012-07-06,63.0,31.0,239.0,0.0,0.0,,
ORR,,2012-2013,6,2012,7,7,2012-07-07,67.0,35.0,274.0,0.0,0.0,,
ORR,,2012-2013,7,2012,7,8,2012-07-08,70.0,38.0,312.0,0.0,0.0,,
ORR,,2012-2013,8,2012,7,9,2012-07-09,66.0,34.0,346.0,0.0,0.0,,
ORR,,2012-2013,9,2012,7,10,2012-07-10,66.0,34.0,380.0,0.0,0.0,,
ORR,,2012-2013,10,2012,7,11,2012-07-11,73.0,41.0,421.0,0.0,0.0,,
ORR,,2012-2013,11,2012,7,12,2012-07-12,73.0,41.0,462.0,0.0,0.0,,
ORR,,2012-2013,12,2012,7,13,2012-07-13,97.0,65.0,527.0,0.0,0.0,,
ORR,,2012-2013,13,2012,7,14,2012-07-14,74.0,42.0,569.0,0.0,0.0,,
ORR,,2012-2013,14,2012,7,15,2012-07-15,69.0,37.0,606.0,0.0,0.0,,
ORR,,2012-2013,15,2012,7,16,2012-07-16,74.0,42.0,648.0,0.0,0.0,,
ORR,,2012-2013,16,2012,7,17,2012-07-17,71.0,39.0,687.0,0.0,0.0,,
ORR,,2012-2013,17,2012,7,18,2012-07-18,68.0,36.0,723.0,0.0,0.0,,
ORR,,2012-2013,18,2012,7,19,2012-07-19,67.0,35.0,758.0,0.0,0.0,,
ORR,,2012-2013,19,2012,7,20,2012-07-20,73.0,41.0,799.0,0.0,0.0,,
ORR,,2012-2013,20,2012,7,21,2012-07-21,72.0,40.0,839.0,0.0,0.0,,
ORR,,2012-2013,21,2012,7,22,2012-07-22,70.0,38.0,877.0,0.0,0.0,,
ORR,,2012-2013,22,2012,7,23,2012-07-23,70.0,38.0,915.0,0.0,0.0,,
ORR,,2012-2013,23,2012,7,24,2012-07-24,69.0,37.0,952.0,0.0,0.0,,
ORR,,2012-2013,24,2012,7,25,2012-07-25,66.0,34.0,986.0,0.0,0.0,,
ORR,,2012-2013,25,2012,7,26,2012-07-26,66.0,34.0,1020.0,0.0,0.0,,
ORR,,2012-2013,26,2012,7,27,2012-07-27,64.0,32.0,1052.0,0.0,0.0,,
ORR,,2012-2013,27,2012,7,28,2012-07-28,66.0,34.0,1086.0,0.0,0.0,,
ORR,,2012-2013,28,2012,7,29,2012-07-29,73.0,41.0,1127.0,0.0,0.0,,
ORR,,2012-2013,29,2012,7,30,2012-07-30,72.0,40.0,1167.0,0.0,0.0,,
ORR,,2012-2013,30,2012,7,31,2012-07-31,66.0,34.0,1201.0,0.0,0.0,,
