IYEAR,IMONTH,IDAY,AVG_DAILY_TEMP_F,DATE,COLD_F,HOT_F,INDEX,CUMM_COLD_F,CUMM_HOT_F
2017,7,1,60.0,2017-07-01,0.0,28.0,0,0.0,28.0
2017,7,2,58.0,2017-07-02,0.0,26.0,1,0.0,54.0
2017,7,3,61.0,2017-07-03,0.0,29.0,2,0.0,83.0
2017,7,4,68.0,2017-07-04,0.0,36.0,3,0.0,119.0
2017,7,5,69.0,2017-07-05,0.0,37.0,4,0.0,156.0
2017,7,6,70.0,2017-07-06,0.0,38.0,5,0.0,194.0
2017,7,7,62.0,2017-07-07,0.0,30.0,6,0.0,224.0
2017,7,8,63.0,2017-07-08,0.0,31.0,7,0.0,255.0
2017,7,9,65.0,2017-07-09,0.0,33.0,8,0.0,288.0
2017,7,10,67.0,2017-07-10,0.0,35.0,9,0.0,323.0
2017,7,11,61.0,2017-07-11,0.0,29.0,10,0.0,352.0
2017,7,12,57.0,2017-07-12,0.0,25.0,11,0.0,377.0
2017,7,13,54.0,2017-07-13,0.0,22.0,12,0.0,399.0
2017,7,14,60.0,2017-07-14,0.0,28.0,13,0.0,427.0
2017,7,15,69.0,2017-07-15,0.0,37.0,14,0.0,464.0
2017,7,16,64.0,2017-07-16,0.0,32.0,15,0.0,496.0
2017,7,17,65.0,2017-07-17,0.0,33.0,16,0.0,529.0
2017,7,18,70.0,2017-07-18,0.0,38.0,17,0.0,567.0
2017,7,19,67.0,2017-07-19,0.0,35.0,18,0.0,602.0
2017,7,20,68.0,2017-07-20,0.0,36.0,19,0.0,638.0
2017,7,21,66.0,2017-07-21,0.0,34.0,20,0.0,672.0
2017,7,22,64.0,2017-07-22,0.0,32.0,21,0.0,704.0
2017,7,23,64.0,2017-07-23,0.0,32.0,22,0.0,736.0
2017,7,24,63.0,2017-07-24,0.0,31.0,23,0.0,767.0
2017,7,25,66.0,2017-07-25,0.0,34.0,24,0.0,801.0
2017,7,26,70.0,2017-07-26,0.0,38.0,25,0.0,839.0
2017,7,27,66.0,2017-07-27,0.0,34.0,26,0.0,873.0
2017,7,28,65.0,2017-07-28,0.0,33.0,27,0.0,906.0
2017,7,29,69.0,2017-07-29,0.0,37.0,28,0.0,943.0
2017,7,30,73.0,2017-07-30,0.0,41.0,29,0.0,984.0
2017,7,31,70.0,2017-07-31,0.0,38.0,30,0.0,1022.0
2017,8,1,72.0,2017-08-01,0.0,40.0,31,0.0,1062.0
2017,8,2,63.0,2017-08-02,0.0,31.0,32,0.0,1093.0
2017,8,3,55.0,2017-08-03,0.0,23.0,33,0.0,1116.0
2017,8,4,58.0,2017-08-04,0.0,26.0,34,0.0,1142.0
2017,8,5,60.0,2017-08-05,0.0,28.0,35,0.0,1170.0
2017,8,6,58.0,2017-08-06,0.0,26.0,36,0.0,1196.0
2017,8,7,61.0,2017-08-07,0.0,29.0,37,0.0,1225.0
2017,8,8,64.0,2017-08-08,0.0,32.0,38,0.0,1257.0
2017,8,9,64.0,2017-08-09,0.0,32.0,39,0.0,1289.0
2017,8,10,60.0,2017-08-10,0.0,28.0,40,0.0,1317.0
2017,8,11,59.0,2017-08-11,0.0,27.0,41,0.0,1344.0
2017,8,12,61.0,2017-08-12,0.0,29.0,42,0.0,1373.0
2017,8,13,62.0,2017-08-13,0.0,30.0,43,0.0,1403.0
2017,8,14,63.0,2017-08-14,0.0,31.0,44,0.0,1434.0
2017,8,15,60.0,2017-08-15,0.0,28.0,45,0.0,1462.0
2017,8,16,61.0,2017-08-16,0.0,29.0,46,0.0,1491.0
2017,8,17,59.0,2017-08-17,0.0,27.0,47,0.0,1518.0
2017,8,18,63.0,2017-08-18,0.0,31.0,48,0.0,1549.0
2017,8,19,65.0,2017-08-19,0.0,33.0,49,0.0,1582.0
2017,8,20,66.0,2017-08-20,0.0,34.0,50,0.0,1616.0
