IYEAR,IMONTH,IDAY,AVG_DAILY_TEMP_F,DATE,COLD_F,HOT_F,INDEX,CUMM_COLD_F,CUMM_HOT_F
2016,7,1,58.0,2016-07-01,0.0,26.0,0,0.0,26.0
2016,7,2,60.0,2016-07-02,0.0,28.0,1,0.0,54.0
2016,7,3,63.0,2016-07-03,0.0,31.0,2,0.0,85.0
2016,7,4,68.0,2016-07-04,0.0,36.0,3,0.0,121.0
2016,7,5,69.0,2016-07-05,0.0,37.0,4,0.0,158.0
2016,7,6,66.0,2016-07-06,0.0,34.0,5,0.0,192.0
2016,7,7,62.0,2016-07-07,0.0,30.0,6,0.0,222.0
2016,7,8,64.0,2016-07-08,0.0,32.0,7,0.0,254.0
2016,7,9,64.0,2016-07-09,0.0,32.0,8,0.0,286.0
2016,7,10,68.0,2016-07-10,0.0,36.0,9,0.0,322.0
2016,7,11,67.0,2016-07-11,0.0,35.0,10,0.0,357.0
2016,7,12,70.0,2016-07-12,0.0,38.0,11,0.0,395.0
2016,7,13,66.0,2016-07-13,0.0,34.0,12,0.0,429.0
2016,7,14,62.0,2016-07-14,0.0,30.0,13,0.0,459.0
2016,7,15,60.0,2016-07-15,0.0,28.0,14,0.0,487.0
2016,7,16,63.0,2016-07-16,0.0,31.0,15,0.0,518.0
2016,7,17,65.0,2016-07-17,0.0,33.0,16,0.0,551.0
2016,7,18,64.0,2016-07-18,0.0,32.0,17,0.0,583.0
2016,7,19,65.0,2016-07-19,0.0,33.0,18,0.0,616.0
2016,7,20,74.0,2016-07-20,0.0,42.0,19,0.0,658.0
2016,7,21,75.0,2016-07-21,0.0,43.0,20,0.0,701.0
2016,7,22,72.0,2016-07-22,0.0,40.0,21,0.0,741.0
2016,7,23,67.0,2016-07-23,0.0,35.0,22,0.0,776.0
2016,7,24,71.0,2016-07-24,0.0,39.0,23,0.0,815.0
2016,7,25,70.0,2016-07-25,0.0,38.0,24,0.0,853.0
2016,7,26,72.0,2016-07-26,0.0,40.0,25,0.0,893.0
2016,7,27,66.0,2016-07-27,0.0,34.0,26,0.0,927.0
2016,7,28,63.0,2016-07-28,0.0,31.0,27,0.0,958.0
2016,7,29,64.0,2016-07-29,0.0,32.0,28,0.0,990.0
2016,7,30,64.0,2016-07-30,0.0,32.0,29,0.0,1022.0
2016,7,31,66.0,2016-07-31,0.0,34.0,30,0.0,1056.0
2016,8,1,71.0,2016-08-01,0.0,39.0,31,0.0,1095.0
2016,8,2,71.0,2016-08-02,0.0,39.0,32,0.0,1134.0
2016,8,3,70.0,2016-08-03,0.0,38.0,33,0.0,1172.0
2016,8,4,70.0,2016-08-04,0.0,38.0,34,0.0,1210.0
2016,8,5,66.0,2016-08-05,0.0,34.0,35,0.0,1244.0
2016,8,6,65.0,2016-08-06,0.0,33.0,36,0.0,1277.0
2016,8,7,61.0,2016-08-07,0.0,29.0,37,0.0,1306.0
2016,8,8,65.0,2016-08-08,0.0,33.0,38,0.0,1339.0
2016,8,9,71.0,2016-08-09,0.0,39.0,39,0.0,1378.0
2016,8,10,63.0,2016-08-10,0.0,31.0,40,0.0,1409.0
2016,8,11,64.0,2016-08-11,0.0,32.0,41,0.0,1441.0
2016,8,12,68.0,2016-08-12,0.0,36.0,42,0.0,1477.0
2016,8,13,66.0,2016-08-13,0.0,34.0,43,0.0,1511.0
2016,8,14,64.0,2016-08-14,0.0,32.0,44,0.0,1543.0
2016,8,15,66.0,2016-08-15,0.0,34.0,45,0.0,1577.0
2016,8,16,68.0,2016-08-16,0.0,36.0,46,0.0,1613.0
2016,8,17,67.0,2016-08-17,0.0,35.0,47,0.0,1648.0
2016,8,18,69.0,2016-08-18,0.0,37.0,48,0.0,1685.0
2016,8,19,67.0,2016-08-19,0.0,35.0,49,0.0,1720.0
2016,8,20,59.0,2016-08-20,0.0,27.0,50,0.0,1747.0
2016,8,21,58.0,2016-08-21,0.0,26.0,51,0.0,1773.0
2016,8,22,65.0,2016-08-22,0.0,33.0,52,0.0,1806.0
2016,8,23,71.0,2016-08-23,0.0,39.0,53,0.0,1845.0
2016,8,24,71.0,2016-08-24,0.0,39.0,54,0.0,1884.0
2016,8,25,59.0,2016-08-25,0.0,27.0,55,0.0,1911.0
2016,8,26,60.0,2016-08-26,0.0,28.0,56,0.0,1939.0
2016,8,27,59.0,2016-08-27,0.0,27.0,57,0.0,1966.0
2016,8,28,59.0,2016-08-28,0.0,27.0,58,0.0,1993.0
2016,8,29,68.0,2016-08-29,0.0,36.0,59,0.0,2029.0
2016,8,30,63.0,2016-08-30,0.0,31.0,60,0.0,2060.0
2016,8,31,57.0,2016-08-31,0.0,25.0,61,0.0,2085.0
2016,9,1,58.0,2016-09-01,0.0,26.0,62,0.0,2111.0
2016,9,2,60.0,2016-09-02,0.0,28.0,63,0.0,2139.0
2016,9,3,63.0,2016-09-03,0.0,31.0,64,0.0,2170.0
2016,9,4,67.0,2016-09-04,0.0,35.0,65,0.0,2205.0
2016,9,5,66.0,2016-09-05,0.0,34.0,66,0.0,2239.0
2016,9,6,130.0,2016-09-06,0.0,98.0,67,0.0,2337.0
2016,9,7,62.0,2016-09-07,0.0,30.0,68,0.0,2367.0
2016,9,8,62.0,2016-09-08,0.0,30.0,69,0.0,2397.0
2016,9,9,60.0,2016-09-09,0.0,28.0,70,0.0,2425.0
2016,9,10,59.0,2016-09-10,0.0,27.0,71,0.0,2452.0
2016,9,11,61.0,2016-09-11,0.0,29.0,72,0.0,2481.0
2016,9,12,61.0,2016-09-12,0.0,29.0,73,0.0,2510.0
2016,9,13,53.0,2016-09-13,0.0,21.0,74,0.0,2531.0
2016,9,14,48.0,2016-09-14,0.0,16.0,75,0.0,2547.0
2016,9,15,54.0,2016-09-15,0.0,22.0,76,0.0,2569.0
2016,9,16,62.0,2016-09-16,0.0,30.0,77,0.0,2599.0
2016,9,17,59.0,2016-09-17,0.0,27.0,78,0.0,2626.0
2016,9,18,58.0,2016-09-18,0.0,26.0,79,0.0,2652.0
2016,9,19,61.0,2016-09-19,0.0,29.0,80,0.0,2681.0
2016,9,20,57.0,2016-09-20,0.0,25.0,81,0.0,2706.0
2016,9,21,51.0,2016-09-21,0.0,19.0,82,0.0,2725.0
2016,9,22,56.0,2016-09-22,0.0,24.0,83,0.0,2749.0
2016,9,23,54.0,2016-09-23,0.0,22.0,84,0.0,2771.0
2016,9,24,58.0,2016-09-24,0.0,26.0,85,0.0,2797.0
2016,9,25,62.0,2016-09-25,0.0,30.0,86,0.0,2827.0
2016,9,26,49.0,2016-09-26,0.0,17.0,87,0.0,2844.0
2016,9,27,47.0,2016-09-27,0.0,15.0,88,0.0,2859.0
2016,9,28,52.0,2016-09-28,0.0,20.0,89,0.0,2879.0
2016,9,29,53.0,2016-09-29,0.0,21.0,90,0.0,2900.0
2016,9,30,50.0,2016-09-30,0.0,18.0,91,0.0,2918.0
2016,10,1,53.0,2016-10-01,0.0,21.0,92,0.0,2939.0
2016,10,2,58.0,2016-10-02,0.0,26.0,93,0.0,2965.0
2016,10,3,58.0,2016-10-03,0.0,26.0,94,0.0,2991.0
2016,10,4,59.0,2016-10-04,0.0,27.0,95,0.0,3018.0
2016,10,5,60.0,2016-10-05,0.0,28.0,96,0.0,3046.0
2016,10,6,47.0,2016-10-06,0.0,15.0,97,0.0,3061.0
2016,10,7,39.0,2016-10-07,0.0,7.0,98,0.0,3068.0
2016,10,8,39.0,2016-10-08,0.0,7.0,99,0.0,3075.0
2016,10,9,43.0,2016-10-09,0.0,11.0,100,0.0,3086.0
2016,10,10,55.0,2016-10-10,0.0,23.0,101,0.0,3109.0
2016,10,11,55.0,2016-10-11,0.0,23.0,102,0.0,3132.0
2016,10,12,38.0,2016-10-12,0.0,6.0,103,0.0,3138.0
2016,10,13,38.0,2016-10-13,0.0,6.0,104,0.0,3144.0
2016,10,14,45.0,2016-10-14,0.0,13.0,105,0.0,3157.0
2016,10,15,60.0,2016-10-15,0.0,28.0,106,0.0,3185.0
2016,10,16,46.0,2016-10-16,0.0,14.0,107,0.0,3199.0
2016,10,17,49.0,2016-10-17,0.0,17.0,108,0.0,3216.0
2016,10,18,47.0,2016-10-18,0.0,15.0,109,0.0,3231.0
2016,10,19,41.0,2016-10-19,0.0,9.0,110,0.0,3240.0
2016,10,20,36.0,2016-10-20,0.0,4.0,111,0.0,3244.0
