County,Date,THAW_DEPTH_in,FROST_DEPTH_in,SECONDARY_FROST_DEPTH_in
StLouis,2020/03/09,8,61,
StLouis,2020/03/10,8,61,
StLouis,2020/03/11,8,61,
StLouis,2020/03/12,8,61,
StLouis,2020/03/13,8,61,
StLouis,2020/03/16,8,61,
StLouis,2020/03/17,13,61,
StLouis,2020/03/18,13,61,
StLouis,2020/03/23,0,61,
StLouis,2020/03/24,16,61,
StLouis,2020/03/25,19,49,
StLouis,2020/03/30,31,49,
StLouis,2020/03/31,31,49,
StLouis,2020/04/02,37,49,
StLouis,2020/04/04,41,49,
StLouis,2020/04/06,49,49,
StLouis,2020/11/12,0,0,
StLouis,2020/11/16,,0,
StLouis,2020/11/17,,0,
StLouis,2020/11/18,,0,
StLouis,2020/11/20,,0,
StLouis,2020/11/23,,0,
StLouis,2020/11/24,,6,
StLouis,2020/11/25,,0,
StLouis,2020/11/30,,6,
StLouis,2020/12/01,,8,
StLouis,2020/12/03,0,8,
StLouis,2020/12/04,0,13,
StLouis,2020/12/07,0,16,
StLouis,2020/12/08,0,16,
StLouis,2020/12/09,0,16,
StLouis,2020/12/10,0,8,
StLouis,2020/12/11,0,13,
StLouis,2020/12/14,0,8,
StLouis,2020/12/15,0,8,
StLouis,2020/12/16,0,16,
StLouis,2020/12/17,0,16,
StLouis,2020/12/18,0,16,
StLouis,2020/12/21,0,16,
StLouis,2020/12/22,0,16,
StLouis,2020/12/28,0,31,
StLouis,2020/12/29,0,31,
StLouis,2020/12/30,0,31,
StLouis,2021/01/04,0,31,
StLouis,2021/01/05,0,31,
StLouis,2021/01/06,0,31,
StLouis,2021/01/11,0,41,
StLouis,2021/01/12,0,41,
StLouis,2021/01/13,0,41,
StLouis,2021/01/14,0,41,
StLouis,2021/01/15,0,41,
StLouis,2021/01/19,0,41,
StLouis,2021/01/21,0,31,
StLouis,2021/01/22,0,41,
StLouis,2021/01/25,0,41,
StLouis,2021/01/26,0,41,
StLouis,2021/01/27,0,41,
StLouis,2021/01/28,0,41,
StLouis,2021/01/29,0,41,
StLouis,2021/02/01,0,49,
StLouis,2021/02/02,0,49,
StLouis,2021/02/03,0,49,
StLouis,2021/02/04,0,49,
StLouis,2021/02/05,0,49,
StLouis,2021/02/08,0,49,
StLouis,2021/02/09,0,49,
StLouis,2021/02/10,0,49,
StLouis,2021/02/11,0,49,
StLouis,2021/02/12,0,49,
StLouis,2021/02/16,0,49,
StLouis,2021/02/17,0,49,
StLouis,2021/02/18,0,61,
StLouis,2021/02/19,0,61,
StLouis,2021/02/22,0,61,
StLouis,2021/02/23,0,61,
StLouis,2021/02/26,0,61,
StLouis,2021/03/01,0,61,
StLouis,2021/03/02,0,61,
StLouis,2021/03/03,0,61,
StLouis,2021/03/04,0,61,
StLouis,2021/03/05,0,61,
StLouis,2021/03/08,0,61,
StLouis,2021/03/09,16,61,
StLouis,2021/03/10,16,61,
StLouis,2021/03/11,16,61,
StLouis,2021/03/12,25,61,
StLouis,2021/03/15,25,61,
StLouis,2021/03/16,25,61,
StLouis,2021/03/17,25,61,
StLouis,2021/03/18,25,61,
StLouis,2021/03/19,25,61,
StLouis,2021/03/22,37,61,
StLouis,2021/03/23,37,61,
StLouis,2021/03/24,37,61,
StLouis,2021/03/25,37,61,
StLouis,2021/03/26,41,61,
StLouis,2021/03/29,41,61,
StLouis,2021/03/30,49,61,
StLouis,2021/03/31,49,61,
StLouis,2021/04/01,61,61,
StLouis,2021/12/01,0,6,
StLouis,2021/12/12,0,16,
StLouis,2022/01/03,0,37,
StLouis,2022/01/04,0,41,
StLouis,2022/01/05,0,41,
StLouis,2022/01/06,0,41,
StLouis,2022/01/07,0,41,
StLouis,2022/01/10,0,49,
StLouis,2022/01/11,0,49,
StLouis,2022/01/12,0,49,
StLouis,2022/01/13,0,49,
StLouis,2022/01/14,0,49,
StLouis,2022/01/18,0,49,
StLouis,2022/01/19,0,49,
StLouis,2022/01/25,0,61,
StLouis,2022/01/27,0,61,
StLouis,2022/01/28,0,61,
StLouis,2022/01/31,0,61,
StLouis,2022/02/02,0,61,
StLouis,2022/02/03,0,61,
StLouis,2022/02/04,0,61,
StLouis,2022/02/07,0,61,
StLouis,2022/02/08,0,61,
StLouis,2022/02/09,0,61,
StLouis,2022/02/10,0,61,
StLouis,2022/02/11,0,61,
StLouis,2022/02/14,0,61,
StLouis,2022/02/15,0,61,
StLouis,2022/02/16,0,61,
StLouis,2022/02/17,0,61,
StLouis,2022/02/24,0,61,
StLouis,2022/02/25,0,73,
StLouis,2022/02/28,0,73,
StLouis,2022/03/01,0,73,
StLouis,2022/03/02,0,73,
StLouis,2022/03/03,0,73,
StLouis,2022/03/04,0,73,
StLouis,2022/03/08,0,73,
StLouis,2022/03/09,0,73,
StLouis,2022/03/10,0,73,
StLouis,2022/03/14,0,73,
StLouis,2022/03/15,0,73,
StLouis,2022/03/16,0,73,
StLouis,2022/03/17,6,73,
StLouis,2022/03/18,8,73,
StLouis,2022/03/19,8,73,
StLouis,2022/03/20,16,73,
StLouis,2022/03/21,19,73,
StLouis,2022/03/22,19,73,
StLouis,2022/03/24,19,73,
StLouis,2022/03/25,19,73,
StLouis,2022/03/28,6,73,
StLouis,2022/03/29,13,73,
StLouis,2022/03/30,16,73,
StLouis,2022/03/31,19,73,
StLouis,2022/04/01,19,73,
StLouis,2022/04/04,19,73,
StLouis,2022/04/05,25,73,
StLouis,2022/04/06,31,73,
StLouis,2022/04/07,31,73,
StLouis,2022/04/08,31,73,
StLouis,2022/04/12,31,73,
StLouis,2022/04/13,37,73,
StLouis,2022/04/14,41,73,
StLouis,2022/04/15,41,73,
StLouis,2022/04/18,41,73,
StLouis,2022/04/20,41,61,
StLouis,2022/04/21,41,61,
StLouis,2022/04/22,49,61,
StLouis,2022/04/25,49,61,
StLouis,2022/04/28,61,61,
