IYEAR,IMONTH,IDAY,AVG_DAILY_TEMP_F,DATE,COLD_F,HOT_F,INDEX,CUMM_COLD_F,CUMM_HOT_F
2011,7,1,77.0,2011-07-01,0.0,45.0,0,0.0,45.0
2011,7,2,69.0,2011-07-02,0.0,37.0,1,0.0,82.0
2011,7,3,65.0,2011-07-03,0.0,33.0,2,0.0,115.0
2011,7,4,71.0,2011-07-04,0.0,39.0,3,0.0,154.0
2011,7,5,70.0,2011-07-05,0.0,38.0,4,0.0,192.0
2011,7,6,67.0,2011-07-06,0.0,35.0,5,0.0,227.0
2011,7,7,68.0,2011-07-07,0.0,36.0,6,0.0,263.0
2011,7,8,66.0,2011-07-08,0.0,34.0,7,0.0,297.0
2011,7,9,66.0,2011-07-09,0.0,34.0,8,0.0,331.0
2011,7,10,74.0,2011-07-10,0.0,42.0,9,0.0,373.0
2011,7,11,72.0,2011-07-11,0.0,40.0,10,0.0,413.0
2011,7,12,61.0,2011-07-12,0.0,29.0,11,0.0,442.0
2011,7,13,59.0,2011-07-13,0.0,27.0,12,0.0,469.0
2011,7,14,58.0,2011-07-14,0.0,26.0,13,0.0,495.0
2011,7,15,65.0,2011-07-15,0.0,33.0,14,0.0,528.0
2011,7,16,74.0,2011-07-16,0.0,42.0,15,0.0,570.0
2011,7,17,77.0,2011-07-17,0.0,45.0,16,0.0,615.0
2011,7,18,79.0,2011-07-18,0.0,47.0,17,0.0,662.0
2011,7,19,72.0,2011-07-19,0.0,40.0,18,0.0,702.0
2011,7,20,78.0,2011-07-20,0.0,46.0,19,0.0,748.0
2011,7,21,75.0,2011-07-21,0.0,43.0,20,0.0,791.0
2011,7,22,73.0,2011-07-22,0.0,41.0,21,0.0,832.0
2011,7,23,60.0,2011-07-23,0.0,28.0,22,0.0,860.0
2011,7,24,61.0,2011-07-24,0.0,29.0,23,0.0,889.0
2011,7,25,67.0,2011-07-25,0.0,35.0,24,0.0,924.0
2011,7,26,63.0,2011-07-26,0.0,31.0,25,0.0,955.0
2011,7,27,65.0,2011-07-27,0.0,33.0,26,0.0,988.0
2011,7,28,71.0,2011-07-28,0.0,39.0,27,0.0,1027.0
2011,7,29,70.0,2011-07-29,0.0,38.0,28,0.0,1065.0
2011,7,30,92.0,2011-07-30,0.0,60.0,29,0.0,1125.0
2011,7,31,71.0,2011-07-31,0.0,39.0,30,0.0,1164.0
2011,8,1,68.0,2011-08-01,0.0,36.0,31,0.0,1200.0
2011,8,2,74.0,2011-08-02,0.0,42.0,32,0.0,1242.0
2011,8,3,68.0,2011-08-03,0.0,36.0,33,0.0,1278.0
2011,8,4,73.0,2011-08-04,0.0,41.0,34,0.0,1319.0
2011,8,5,74.0,2011-08-05,0.0,42.0,35,0.0,1361.0
2011,8,6,67.0,2011-08-06,0.0,35.0,36,0.0,1396.0
2011,8,7,66.0,2011-08-07,0.0,34.0,37,0.0,1430.0
2011,8,8,64.0,2011-08-08,0.0,32.0,38,0.0,1462.0
2011,8,9,60.0,2011-08-09,0.0,28.0,39,0.0,1490.0
2011,8,10,59.0,2011-08-10,0.0,27.0,40,0.0,1517.0
2011,8,11,65.0,2011-08-11,0.0,33.0,41,0.0,1550.0
2011,8,12,66.0,2011-08-12,0.0,34.0,42,0.0,1584.0
2011,8,13,65.0,2011-08-13,0.0,33.0,43,0.0,1617.0
2011,8,14,65.0,2011-08-14,0.0,33.0,44,0.0,1650.0
2011,8,15,68.0,2011-08-15,0.0,36.0,45,0.0,1686.0
2011,8,16,70.0,2011-08-16,0.0,38.0,46,0.0,1724.0
2011,8,17,66.0,2011-08-17,0.0,34.0,47,0.0,1758.0
2011,8,18,66.0,2011-08-18,0.0,34.0,48,0.0,1792.0
2011,8,19,68.0,2011-08-19,0.0,36.0,49,0.0,1828.0
2011,8,20,58.0,2011-08-20,0.0,26.0,50,0.0,1854.0
2011,8,21,56.0,2011-08-21,0.0,24.0,51,0.0,1878.0
2011,8,22,61.0,2011-08-22,0.0,29.0,52,0.0,1907.0
2011,8,23,70.0,2011-08-23,0.0,38.0,53,0.0,1945.0
2011,8,24,68.0,2011-08-24,0.0,36.0,54,0.0,1981.0
2011,8,25,64.0,2011-08-25,0.0,32.0,55,0.0,2013.0
2011,8,26,70.0,2011-08-26,0.0,38.0,56,0.0,2051.0
2011,8,27,61.0,2011-08-27,0.0,29.0,57,0.0,2080.0
2011,8,28,58.0,2011-08-28,0.0,26.0,58,0.0,2106.0
2011,8,29,64.0,2011-08-29,0.0,32.0,59,0.0,2138.0
2011,8,30,63.0,2011-08-30,0.0,31.0,60,0.0,2169.0
2011,8,31,62.0,2011-08-31,0.0,30.0,61,0.0,2199.0
2011,9,1,68.0,2011-09-01,0.0,36.0,62,0.0,2235.0
2011,9,2,68.0,2011-09-02,0.0,36.0,63,0.0,2271.0
2011,9,3,58.0,2011-09-03,0.0,26.0,64,0.0,2297.0
2011,9,4,55.0,2011-09-04,0.0,23.0,65,0.0,2320.0
2011,9,5,47.0,2011-09-05,0.0,15.0,66,0.0,2335.0
2011,9,6,54.0,2011-09-06,0.0,22.0,67,0.0,2357.0
2011,9,7,60.0,2011-09-07,0.0,28.0,68,0.0,2385.0
2011,9,8,65.0,2011-09-08,0.0,33.0,69,0.0,2418.0
2011,9,9,66.0,2011-09-09,0.0,34.0,70,0.0,2452.0
2011,9,10,67.0,2011-09-10,0.0,35.0,71,0.0,2487.0
2011,9,11,70.0,2011-09-11,0.0,38.0,72,0.0,2525.0
2011,9,12,66.0,2011-09-12,0.0,34.0,73,0.0,2559.0
2011,9,13,52.0,2011-09-13,0.0,20.0,74,0.0,2579.0
2011,9,14,40.0,2011-09-14,0.0,8.0,75,0.0,2587.0
2011,9,15,38.0,2011-09-15,0.0,6.0,76,0.0,2593.0
2011,9,16,41.0,2011-09-16,0.0,9.0,77,0.0,2602.0
2011,9,17,47.0,2011-09-17,0.0,15.0,78,0.0,2617.0
2011,9,18,53.0,2011-09-18,0.0,21.0,79,0.0,2638.0
2011,9,19,55.0,2011-09-19,0.0,23.0,80,0.0,2661.0
2011,9,20,53.0,2011-09-20,0.0,21.0,81,0.0,2682.0
2011,9,21,50.0,2011-09-21,0.0,18.0,82,0.0,2700.0
2011,9,22,41.0,2011-09-22,0.0,9.0,83,0.0,2709.0
2011,9,23,47.0,2011-09-23,0.0,15.0,84,0.0,2724.0
2011,9,24,43.0,2011-09-24,0.0,11.0,85,0.0,2735.0
2011,9,25,46.0,2011-09-25,0.0,14.0,86,0.0,2749.0
2011,9,26,49.0,2011-09-26,0.0,17.0,87,0.0,2766.0
2011,9,27,54.0,2011-09-27,0.0,22.0,88,0.0,2788.0
2011,9,28,56.0,2011-09-28,0.0,24.0,89,0.0,2812.0
2011,9,29,56.0,2011-09-29,0.0,24.0,90,0.0,2836.0
2011,9,30,47.0,2011-09-30,0.0,15.0,91,0.0,2851.0
2011,10,1,42.0,2011-10-01,0.0,10.0,92,0.0,2861.0
2011,10,2,56.0,2011-10-02,0.0,24.0,93,0.0,2885.0
2011,10,3,57.0,2011-10-03,0.0,25.0,94,0.0,2910.0
2011,10,4,58.0,2011-10-04,0.0,26.0,95,0.0,2936.0
2011,10,5,57.0,2011-10-05,0.0,25.0,96,0.0,2961.0
2011,10,6,61.0,2011-10-06,0.0,29.0,97,0.0,2990.0
2011,10,7,67.0,2011-10-07,0.0,35.0,98,0.0,3025.0
2011,10,8,67.0,2011-10-08,0.0,35.0,99,0.0,3060.0
2011,10,9,57.0,2011-10-09,0.0,25.0,100,0.0,3085.0
2011,10,10,58.0,2011-10-10,0.0,26.0,101,0.0,3111.0
2011,10,11,61.0,2011-10-11,0.0,29.0,102,0.0,3140.0
2011,10,12,56.0,2011-10-12,0.0,24.0,103,0.0,3164.0
2011,10,13,52.0,2011-10-13,0.0,20.0,104,0.0,3184.0
2011,10,14,44.0,2011-10-14,0.0,12.0,105,0.0,3196.0
2011,10,15,41.0,2011-10-15,0.0,9.0,106,0.0,3205.0
2011,10,16,41.0,2011-10-16,0.0,9.0,107,0.0,3214.0
2011,10,17,42.0,2011-10-17,0.0,10.0,108,0.0,3224.0
2011,10,18,36.0,2011-10-18,0.0,4.0,109,0.0,3228.0
2011,10,19,36.0,2011-10-19,0.0,4.0,110,0.0,3232.0
2011,10,20,39.0,2011-10-20,0.0,7.0,111,0.0,3239.0
2011,10,21,34.0,2011-10-21,0.0,2.0,112,0.0,3241.0
2011,10,22,39.0,2011-10-22,0.0,7.0,113,0.0,3248.0
2011,10,23,43.0,2011-10-23,0.0,11.0,114,0.0,3259.0
2011,10,24,38.0,2011-10-24,0.0,6.0,115,0.0,3265.0
2011,10,25,34.0,2011-10-25,0.0,2.0,116,0.0,3267.0
2011,10,26,35.0,2011-10-26,0.0,3.0,117,0.0,3270.0
2011,10,27,32.0,2011-10-27,0.0,0.0,118,0.0,3270.0
2011,10,28,30.0,2011-10-28,2.0,0.0,119,2.0,3270.0
2011,10,29,35.0,2011-10-29,0.0,3.0,120,2.0,3273.0
2011,10,30,37.0,2011-10-30,0.0,5.0,121,2.0,3278.0
2011,10,31,40.0,2011-10-31,0.0,8.0,122,2.0,3286.0
2011,11,1,44.0,2011-11-01,0.0,12.0,123,2.0,3298.0
2011,11,2,33.0,2011-11-02,0.0,1.0,124,2.0,3299.0
2011,11,3,32.0,2011-11-03,0.0,0.0,125,2.0,3299.0
2011,11,4,32.0,2011-11-04,0.0,0.0,126,2.0,3299.0
2011,11,5,42.0,2011-11-05,0.0,10.0,127,2.0,3309.0
2011,11,6,47.0,2011-11-06,0.0,15.0,128,2.0,3324.0
2011,11,7,37.0,2011-11-07,0.0,5.0,129,2.0,3329.0
2011,11,8,31.0,2011-11-08,1.0,0.0,130,3.0,3329.0
2011,11,9,27.0,2011-11-09,5.0,0.0,131,8.0,3329.0
2011,11,10,31.0,2011-11-10,1.0,0.0,132,9.0,3329.0
2011,11,11,29.0,2011-11-11,3.0,0.0,133,12.0,3329.0
2011,11,12,35.0,2011-11-12,0.0,3.0,134,12.0,3332.0
2011,11,13,38.0,2011-11-13,0.0,6.0,135,12.0,3338.0
2011,11,14,35.0,2011-11-14,0.0,3.0,136,12.0,3341.0
2011,11,15,32.0,2011-11-15,0.0,0.0,137,12.0,3341.0
2011,11,16,25.0,2011-11-16,7.0,0.0,138,19.0,3341.0
2011,11,17,20.0,2011-11-17,12.0,0.0,139,31.0,3341.0
2011,11,18,19.0,2011-11-18,13.0,0.0,140,44.0,3341.0
2011,11,19,24.0,2011-11-19,8.0,0.0,141,52.0,3341.0
2011,11,20,12.0,2011-11-20,20.0,0.0,142,72.0,3341.0
2011,11,21,215.0,2011-11-21,0.0,183.0,143,72.0,3524.0
2011,11,22,402.0,2011-11-22,0.0,370.0,144,72.0,3894.0
2011,11,23,35.0,2011-11-23,0.0,3.0,145,72.0,3897.0
2011,11,24,39.0,2011-11-24,0.0,7.0,146,72.0,3904.0
2011,11,25,34.0,2011-11-25,0.0,2.0,147,72.0,3906.0
2011,11,26,32.0,2011-11-26,0.0,0.0,148,72.0,3906.0
2011,11,27,25.0,2011-11-27,7.0,0.0,149,79.0,3906.0
2011,11,28,25.0,2011-11-28,7.0,0.0,150,86.0,3906.0
2011,11,29,23.0,2011-11-29,9.0,0.0,151,95.0,3906.0
2011,11,30,16.0,2011-11-30,16.0,0.0,152,111.0,3906.0
2011,12,1,18.0,2011-12-01,14.0,0.0,153,125.0,3906.0
2011,12,2,12.0,2011-12-02,20.0,0.0,154,145.0,3906.0
2011,12,3,28.0,2011-12-03,4.0,0.0,155,149.0,3906.0
2011,12,4,20.0,2011-12-04,12.0,0.0,156,161.0,3906.0
2011,12,5,8.0,2011-12-05,24.0,0.0,157,185.0,3906.0
2011,12,6,3.0,2011-12-06,29.0,0.0,158,214.0,3906.0
2011,12,7,21.0,2011-12-07,11.0,0.0,159,225.0,3906.0
2011,12,8,13.0,2011-12-08,19.0,0.0,160,244.0,3906.0
2011,12,9,2.0,2011-12-09,30.0,0.0,161,274.0,3906.0
2011,12,10,9.0,2011-12-10,23.0,0.0,162,297.0,3906.0
2011,12,11,25.0,2011-12-11,7.0,0.0,163,304.0,3906.0
2011,12,12,29.0,2011-12-12,3.0,0.0,164,307.0,3906.0
2011,12,13,24.0,2011-12-13,8.0,0.0,165,315.0,3906.0
2011,12,14,32.0,2011-12-14,0.0,0.0,166,315.0,3906.0
