IYEAR,IMONTH,IDAY,AVG_DAILY_TEMP_F,DATE,COLD_F,HOT_F,INDEX,CUMM_COLD_F,CUMM_HOT_F
2019,7,1,72.0,2019-07-01,0.0,40.0,0,0.0,40.0
2019,7,2,67.0,2019-07-02,0.0,35.0,1,0.0,75.0
2019,7,3,72.0,2019-07-03,0.0,40.0,2,0.0,115.0
2019,7,4,70.0,2019-07-04,0.0,38.0,3,0.0,153.0
2019,7,5,67.0,2019-07-05,0.0,35.0,4,0.0,188.0
2019,7,6,64.0,2019-07-06,0.0,32.0,5,0.0,220.0
2019,7,7,83.0,2019-07-07,0.0,51.0,6,0.0,271.0
2019,7,8,71.0,2019-07-08,0.0,39.0,7,0.0,310.0
2019,7,9,72.0,2019-07-09,0.0,40.0,8,0.0,350.0
2019,7,10,67.0,2019-07-10,0.0,35.0,9,0.0,385.0
2019,7,11,85.0,2019-07-11,0.0,53.0,10,0.0,438.0
2019,7,12,71.0,2019-07-12,0.0,39.0,11,0.0,477.0
2019,7,13,66.0,2019-07-13,0.0,34.0,12,0.0,511.0
2019,7,14,71.0,2019-07-14,0.0,39.0,13,0.0,550.0
2019,7,15,73.0,2019-07-15,0.0,41.0,14,0.0,591.0
2019,7,16,72.0,2019-07-16,0.0,40.0,15,0.0,631.0
2019,7,17,68.0,2019-07-17,0.0,36.0,16,0.0,667.0
2019,7,18,71.0,2019-07-18,0.0,39.0,17,0.0,706.0
2019,7,19,69.0,2019-07-19,0.0,37.0,18,0.0,743.0
2019,7,20,68.0,2019-07-20,0.0,36.0,19,0.0,779.0
2019,7,21,63.0,2019-07-21,0.0,31.0,20,0.0,810.0
2019,7,22,63.0,2019-07-22,0.0,31.0,21,0.0,841.0
2019,7,23,67.0,2019-07-23,0.0,35.0,22,0.0,876.0
2019,7,24,70.0,2019-07-24,0.0,38.0,23,0.0,914.0
2019,7,25,110.0,2019-07-25,0.0,78.0,24,0.0,992.0
2019,7,26,70.0,2019-07-26,0.0,38.0,25,0.0,1030.0
2019,7,27,68.0,2019-07-27,0.0,36.0,26,0.0,1066.0
2019,7,28,68.0,2019-07-28,0.0,36.0,27,0.0,1102.0
2019,7,29,62.0,2019-07-29,0.0,30.0,28,0.0,1132.0
2019,7,30,57.0,2019-07-30,0.0,25.0,29,0.0,1157.0
2019,7,31,61.0,2019-07-31,0.0,29.0,30,0.0,1186.0
2019,8,1,69.0,2019-08-01,0.0,37.0,31,0.0,1223.0
2019,8,2,73.0,2019-08-02,0.0,41.0,32,0.0,1264.0
2019,8,3,70.0,2019-08-03,0.0,38.0,33,0.0,1302.0
2019,8,4,70.0,2019-08-04,0.0,38.0,34,0.0,1340.0
2019,8,5,71.0,2019-08-05,0.0,39.0,35,0.0,1379.0
2019,8,6,66.0,2019-08-06,0.0,34.0,36,0.0,1413.0
2019,8,7,66.0,2019-08-07,0.0,34.0,37,0.0,1447.0
2019,8,8,137.0,2019-08-08,0.0,105.0,38,0.0,1552.0
2019,8,9,83.0,2019-08-09,0.0,51.0,39,0.0,1603.0
2019,8,10,64.0,2019-08-10,0.0,32.0,40,0.0,1635.0
2019,8,11,66.0,2019-08-11,0.0,34.0,41,0.0,1669.0
2019,8,12,60.0,2019-08-12,0.0,28.0,42,0.0,1697.0
2019,8,13,61.0,2019-08-13,0.0,29.0,43,0.0,1726.0
2019,8,14,63.0,2019-08-14,0.0,31.0,44,0.0,1757.0
2019,8,15,65.0,2019-08-15,0.0,33.0,45,0.0,1790.0
2019,8,16,66.0,2019-08-16,0.0,34.0,46,0.0,1824.0
2019,8,17,69.0,2019-08-17,0.0,37.0,47,0.0,1861.0
2019,8,18,64.0,2019-08-18,0.0,32.0,48,0.0,1893.0
2019,8,19,64.0,2019-08-19,0.0,32.0,49,0.0,1925.0
2019,8,20,66.0,2019-08-20,0.0,34.0,50,0.0,1959.0
2019,8,21,58.0,2019-08-21,0.0,26.0,51,0.0,1985.0
2019,8,22,99.0,2019-08-22,0.0,67.0,52,0.0,2052.0
2019,8,23,58.0,2019-08-23,0.0,26.0,53,0.0,2078.0
2019,8,24,62.0,2019-08-24,0.0,30.0,54,0.0,2108.0
2019,8,25,64.0,2019-08-25,0.0,32.0,55,0.0,2140.0
2019,8,26,60.0,2019-08-26,0.0,28.0,56,0.0,2168.0
2019,8,27,58.0,2019-08-27,0.0,26.0,57,0.0,2194.0
2019,8,28,54.0,2019-08-28,0.0,22.0,58,0.0,2216.0
2019,8,29,58.0,2019-08-29,0.0,26.0,59,0.0,2242.0
2019,8,30,55.0,2019-08-30,0.0,23.0,60,0.0,2265.0
2019,8,31,54.0,2019-08-31,0.0,22.0,61,0.0,2287.0
2019,9,1,57.0,2019-09-01,0.0,25.0,62,0.0,2312.0
2019,9,2,57.0,2019-09-02,0.0,25.0,63,0.0,2337.0
2019,9,3,53.0,2019-09-03,0.0,21.0,64,0.0,2358.0
2019,9,4,54.0,2019-09-04,0.0,22.0,65,0.0,2380.0
2019,9,5,95.0,2019-09-05,0.0,63.0,66,0.0,2443.0
2019,9,6,102.0,2019-09-06,0.0,70.0,67,0.0,2513.0
2019,9,7,52.0,2019-09-07,0.0,20.0,68,0.0,2533.0
2019,9,8,51.0,2019-09-08,0.0,19.0,69,0.0,2552.0
2019,9,9,50.0,2019-09-09,0.0,18.0,70,0.0,2570.0
2019,9,10,55.0,2019-09-10,0.0,23.0,71,0.0,2593.0
2019,9,11,53.0,2019-09-11,0.0,21.0,72,0.0,2614.0
2019,9,12,48.0,2019-09-12,0.0,16.0,73,0.0,2630.0
2019,9,13,52.0,2019-09-13,0.0,20.0,74,0.0,2650.0
2019,9,14,51.0,2019-09-14,0.0,19.0,75,0.0,2669.0
2019,9,15,60.0,2019-09-15,0.0,28.0,76,0.0,2697.0
2019,9,16,68.0,2019-09-16,0.0,36.0,77,0.0,2733.0
2019,9,17,66.0,2019-09-17,0.0,34.0,78,0.0,2767.0
2019,9,18,71.0,2019-09-18,0.0,39.0,79,0.0,2806.0
2019,9,19,63.0,2019-09-19,0.0,31.0,80,0.0,2837.0
2019,9,20,62.0,2019-09-20,0.0,30.0,81,0.0,2867.0
2019,9,21,70.0,2019-09-21,0.0,38.0,82,0.0,2905.0
2019,9,22,59.0,2019-09-22,0.0,27.0,83,0.0,2932.0
2019,9,23,58.0,2019-09-23,0.0,26.0,84,0.0,2958.0
2019,9,24,57.0,2019-09-24,0.0,25.0,85,0.0,2983.0
2019,9,25,52.0,2019-09-25,0.0,20.0,86,0.0,3003.0
2019,9,26,49.0,2019-09-26,0.0,17.0,87,0.0,3020.0
2019,9,27,50.0,2019-09-27,0.0,18.0,88,0.0,3038.0
2019,9,28,41.0,2019-09-28,0.0,9.0,89,0.0,3047.0
2019,9,29,46.0,2019-09-29,0.0,14.0,90,0.0,3061.0
2019,9,30,48.0,2019-09-30,0.0,16.0,91,0.0,3077.0
2019,10,1,45.0,2019-10-01,0.0,13.0,92,0.0,3090.0
2019,10,2,43.0,2019-10-02,0.0,11.0,93,0.0,3101.0
2019,10,3,38.0,2019-10-03,0.0,6.0,94,0.0,3107.0
2019,10,4,40.0,2019-10-04,0.0,8.0,95,0.0,3115.0
2019,10,5,43.0,2019-10-05,0.0,11.0,96,0.0,3126.0
2019,10,6,65.0,2019-10-06,0.0,33.0,97,0.0,3159.0
2019,10,7,46.0,2019-10-07,0.0,14.0,98,0.0,3173.0
2019,10,8,53.0,2019-10-08,0.0,21.0,99,0.0,3194.0
2019,10,9,59.0,2019-10-09,0.0,27.0,100,0.0,3221.0
2019,10,10,90.0,2019-10-10,0.0,58.0,101,0.0,3279.0
2019,10,11,48.0,2019-10-11,0.0,16.0,102,0.0,3295.0
2019,10,12,33.0,2019-10-12,0.0,1.0,103,0.0,3296.0
2019,10,13,55.0,2019-10-13,0.0,23.0,104,0.0,3319.0
2019,10,14,36.0,2019-10-14,0.0,4.0,105,0.0,3323.0
2019,10,15,38.0,2019-10-15,0.0,6.0,106,0.0,3329.0
2019,10,16,39.0,2019-10-16,0.0,7.0,107,0.0,3336.0
2019,10,17,60.0,2019-10-17,0.0,28.0,108,0.0,3364.0
2019,10,18,45.0,2019-10-18,0.0,13.0,109,0.0,3377.0
2019,10,19,55.0,2019-10-19,0.0,23.0,110,0.0,3400.0
2019,10,20,45.0,2019-10-20,0.0,13.0,111,0.0,3413.0
2019,10,21,45.0,2019-10-21,0.0,13.0,112,0.0,3426.0
2019,10,22,40.0,2019-10-22,0.0,8.0,113,0.0,3434.0
2019,10,23,36.0,2019-10-23,0.0,4.0,114,0.0,3438.0
2019,10,24,34.0,2019-10-24,0.0,2.0,115,0.0,3440.0
2019,10,25,37.0,2019-10-25,0.0,5.0,116,0.0,3445.0
2019,10,26,47.0,2019-10-26,0.0,15.0,117,0.0,3460.0
2019,10,27,39.0,2019-10-27,0.0,7.0,118,0.0,3467.0
2019,10,28,28.0,2019-10-28,4.0,0.0,119,4.0,3467.0
2019,10,29,24.0,2019-10-29,8.0,0.0,120,12.0,3467.0
2019,10,30,24.0,2019-10-30,8.0,0.0,121,20.0,3467.0
2019,10,31,24.0,2019-10-31,8.0,0.0,122,28.0,3467.0
2019,11,1,29.0,2019-11-01,3.0,0.0,123,31.0,3467.0
2019,11,2,28.0,2019-11-02,4.0,0.0,124,35.0,3467.0
2019,11,3,27.0,2019-11-03,5.0,0.0,125,40.0,3467.0
2019,11,4,29.0,2019-11-04,3.0,0.0,126,43.0,3467.0
2019,11,5,17.0,2019-11-05,15.0,0.0,127,58.0,3467.0
2019,11,6,14.0,2019-11-06,18.0,0.0,128,76.0,3467.0
2019,11,7,14.0,2019-11-07,18.0,0.0,129,94.0,3467.0
2019,11,8,15.0,2019-11-08,17.0,0.0,130,111.0,3467.0
2019,11,9,25.0,2019-11-09,7.0,0.0,131,118.0,3467.0
2019,11,10,17.0,2019-11-10,15.0,0.0,132,133.0,3467.0
2019,11,11,7.0,2019-11-11,25.0,0.0,133,158.0,3467.0
2019,11,12,46.0,2019-11-12,0.0,14.0,134,158.0,3481.0
2019,11,13,15.0,2019-11-13,17.0,0.0,135,175.0,3481.0
2019,11,14,19.0,2019-11-14,13.0,0.0,136,188.0,3481.0
2019,11,15,20.0,2019-11-15,12.0,0.0,137,200.0,3481.0
2019,11,16,30.0,2019-11-16,2.0,0.0,138,202.0,3481.0
2019,11,17,32.0,2019-11-17,0.0,0.0,139,202.0,3481.0
2019,11,18,27.0,2019-11-18,5.0,0.0,140,207.0,3481.0
2019,11,19,29.0,2019-11-19,3.0,0.0,141,210.0,3481.0
2019,11,20,32.0,2019-11-20,0.0,0.0,142,210.0,3481.0
2019,11,23,30.0,2019-11-23,2.0,0.0,143,212.0,3481.0
2019,11,24,32.0,2019-11-24,0.0,0.0,144,212.0,3481.0
2019,11,25,34.0,2019-11-25,0.0,2.0,145,212.0,3483.0
2019,11,28,21.0,2019-11-28,11.0,0.0,146,223.0,3483.0
2019,11,29,24.0,2019-11-29,8.0,0.0,147,231.0,3483.0
2019,11,30,28.0,2019-11-30,4.0,0.0,148,235.0,3483.0
2019,12,1,19.0,2019-12-01,13.0,0.0,149,248.0,3483.0
2019,12,2,6.0,2019-12-02,26.0,0.0,150,274.0,3483.0
2019,12,3,23.0,2019-12-03,9.0,0.0,151,283.0,3483.0
2019,12,4,28.0,2019-12-04,4.0,0.0,152,287.0,3483.0
2019,12,5,24.0,2019-12-05,8.0,0.0,153,295.0,3483.0
2019,12,6,35.0,2019-12-06,0.0,3.0,154,295.0,3486.0
2019,12,7,20.0,2019-12-07,12.0,0.0,155,307.0,3486.0
2019,12,8,25.0,2019-12-08,7.0,0.0,156,314.0,3486.0
2019,12,9,23.0,2019-12-09,9.0,0.0,157,323.0,3486.0
2019,12,10,-7.0,2019-12-10,39.0,0.0,158,362.0,3486.0
2019,12,11,-10.0,2019-12-11,42.0,0.0,159,404.0,3486.0
2019,12,12,1.0,2019-12-12,31.0,0.0,160,435.0,3486.0
2019,12,13,13.0,2019-12-13,19.0,0.0,161,454.0,3486.0
2019,12,14,10.0,2019-12-14,22.0,0.0,162,476.0,3486.0
